"BehaviorSpace results (NetLogo 6.0.2)"
"ESPA Farmer Adaptation Model.nlogo"
"Thesis Experiment-Refined after interrupt"
"04/16/2019 21:19:15:828 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","308","0","216"
"[run number]","PerceptionThreshold","BeliefInSocialSanctionsAverage","FixRandomSeed?","Simulate-ESPA_CAMP","ExperimentVariablesFile","PrintReporters?","WriteCropBudgets?","IAC-PhysArous-Threshold","WriteDetailedCropBudgets?","F-Ratio-V","RandomStartingMoney","WriteOutputs?","F-Ratio-W","UseRandomRotations?","WaterRightDistribution","Run-Number","RandomSeed","TypicalAmountFarmerIsWillingToLosePerField","Animate?","ROISeasonTolerance","Social-Connections-per-Farmer","InputIntensityDistribution","Lognormal-Sigma","InternalScalar","IndividualFieldCalcs?","Tracers?","BeliefInESPASD","GeneratingWorlds?","BeliefInSocialSanctionsSD","ExternalScalar","NumberOfSeasons","EfficacyScalar","AcreageDistributionType","RhythmScalar","InterfaceVariableFileName","BeliefInESPAAverage","CustomFarmerAccess","PopulateMethod","BeliefsInEconomicSanctionsSD","water-preference","OffsetIrrigationWithSkill?","WorldFileName","ChargeForOverdraw","Consultants-per-Farmer","BeliefInEconomicSanctionsAverage","Use-Aqua-Crop","Decision-Making","PercVarWillingnessToLose","GWD","WaterRightSeniorityDistribution","[step]","count farmers","ExperimentName","RandomSeed","Decision-Making","ExperimentalToleranceforLoss","InternalScalar","ExternalScalar","EfficacyScalar","RhythmScalar","PerceptionThreshold","count patches with [owner != 0]","count farmers with [farmsize < 50]","count farmers with [farmsize > 50 AND farmsize < 100]","count farmers with [farmsize > 100 AND farmsize < 500]","count farmers with [farmsize > 500 AND farmsize < 1000]","count farmers with [farmsize > 1000 AND farmsize < 10000]","count farmers with [rotation = ""PotatoBeetGrainGrain""]","count farmers with [rotation = ""PotatoGrainBeetGrain""]","count farmers with [rotation = ""HayGrain""]","count farmers with [rotation = ""HayGrainPotatoGrain""]","count farmers with [rotation = ""PotatoGrainGrain""]","count farmers with [rotation = ""HayBarleyPotato""]","count farmers with [rotation = ""HayGrainGrainPotato""]","count farmers with [rotation = ""GrainPotatoBeetsHay""]","count farmers with [rotation = ""Landlord""]","count patches with [PreferredLandUse = ""Alfalfa""]","count patches with [PreferredLandUse = ""Barley""]","count patches with [PreferredLandUse = ""Corn""]","count patches with [PreferredLandUse = ""Potatoes""]","count patches with [PreferredLandUse = ""Spring Wheat""]","count patches with [PreferredLandUse = ""Sugarbeets""]","count patches with [PreferredLandUse = ""Winter Wheat""]","count patches with [PreferredLandUse = ""Alfalfa_Perennial""]","count patches with [TypeOfIrrigation = ""Center Pivot LEPA""]","count patches with [TypeOfIrrigation = ""Center Pivot LESA""]","count patches with [TypeOfIrrigation = ""Center Pivot MESA""]","count patches with [TypeOfIrrigation = ""Drip Tape""]","count patches with [TypeOfIrrigation = ""Furrow""]","NumberOfFarmersWithChangedWM"
"39","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","1","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","327","74","32","456","16","510","0","0","38","0","1103","4","270","[38]"
"38","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","2","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","29","65","23","490","30","726","0","64","50","0","1073","10","294","[45 5]"
"36","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.5.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","4","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.5""","1","""IAC Framework""","2500","1.5","1","1","1","0.5","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","6","54","30","564","34","632","0","95","41","0","1099","4","271","[33 4 4 0]"
"37","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs4.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","3","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16792","286","61","128","7","47","87","83","79","0","0","197","0","83","0","285","72","28","363","31","569","0","70","61","0","1074","6","277","[51 3 7]"
"39","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","2","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","20","66","30","530","13","687","0","69","44","0","1098","4","269","[38 6]"
"38","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","3","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","265","63","28","378","42","570","0","81","54","0","1070","10","293","[45 5 4]"
"37","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs4.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","4","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16792","286","61","128","7","47","87","83","79","0","0","197","0","83","0","17","73","31","396","29","794","0","78","62","0","1073","6","277","[51 3 7 1]"
"36","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.5.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","5","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.5""","1","""IAC Framework""","2500","1.5","1","1","1","0.5","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","220","50","170","371","328","178","0","98","47","0","1099","4","265","[33 4 4 0 6]"
"39","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","3","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","233","60","30","428","30","551","0","83","48","0","1095","4","268","[38 6 4]"
"38","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","4","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","11","60","25","404","43","794","0","90","54","0","1070","10","293","[45 5 4 0]"
"37","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs4.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","5","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16792","286","61","128","7","47","87","83","79","0","0","197","0","83","0","275","36","149","353","339","176","0","90","63","0","1073","6","276","[51 3 7 1 1]"
"36","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.5.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","6","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.5""","1","""IAC Framework""","2500","1.5","1","1","1","0.5","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","12","42","176","386","319","198","0","282","48","0","1099","4","264","[33 4 4 0 6 1]"
"39","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","4","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","4","59","29","459","30","739","0","95","48","0","1095","4","268","[38 6 4 0]"
"38","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","5","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","256","37","180","335","309","212","0","98","56","0","1070","10","291","[45 5 4 0 2]"
"37","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs4.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","6","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16792","286","61","128","7","47","87","83","79","0","0","197","0","83","0","8","43","130","372","335","206","0","324","66","0","1073","6","273","[51 3 7 1 1 3]"
"39","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","5","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","221","50","151","357","353","185","0","98","53","0","1095","4","263","[38 6 4 0 5]"
"36","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.5.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","7","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.5""","1","""IAC Framework""","2500","1.5","1","1","1","0.5","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","31","44","219","385","269","182","0","285","48","0","1099","4","264","[33 4 4 0 6 1 0]"
"38","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","6","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","35","34","162","350","291","239","0","316","56","0","1070","10","291","[45 5 4 0 2 0]"
"37","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs4.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","7","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16792","286","61","128","7","47","87","83","79","0","0","197","0","83","0","39","31","186","404","265","165","0","328","67","0","1073","6","272","[51 3 7 1 1 3 1]"
"39","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","6","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","5","50","140","371","355","202","0","292","55","0","1095","4","261","[38 6 4 0 5 2]"
"36","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.5.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","8","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.5""","1","""IAC Framework""","2500","1.5","1","1","1","0.5","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","46","49","224","392","255","189","0","260","49","0","1099","4","263","[33 4 4 0 6 1 0 1]"
"38","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","7","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","39","34","189","368","258","194","0","345","58","0","1070","10","289","[45 5 4 0 2 0 2]"
"37","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs4.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","8","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16792","286","61","128","7","47","87","83","79","0","0","197","0","83","0","38","36","190","407","255","176","0","316","67","0","1073","6","272","[51 3 7 1 1 3 1 0]"
"39","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","7","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","26","44","197","379","291","189","0","289","56","0","1095","4","260","[38 6 4 0 5 2 1]"
"36","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.5.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","9","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.5""","1","""IAC Framework""","2500","1.5","1","1","1","0.5","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","8","47","232","398","248","186","0","296","50","0","1099","4","262","[33 4 4 0 6 1 0 1 1]"
"38","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","8","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","46","38","220","367","215","213","0","328","59","0","1070","10","288","[45 5 4 0 2 0 2 1]"
"37","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs4.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","9","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16792","286","61","128","7","47","87","83","79","0","0","197","0","83","0","7","35","175","403","288","169","0","341","69","0","1073","6","270","[51 3 7 1 1 3 1 0 2]"
"39","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","8","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","54","53","181","371","313","190","0","253","56","0","1095","4","260","[38 6 4 0 5 2 1 0]"
"36","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.5.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs6.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","10","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.5""","1","""IAC Framework""","2500","1.5","1","1","1","0.5","16790","293","56","126","5","49","85","79","78","0","0","210","0","77","0","11","49","211","400","272","176","0","296","51","0","1099","4","261","[33 4 4 0 6 1 0 1 1 1]"
"38","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs5.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","9","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16801","295","63","115","6","50","76","88","89","0","0","199","0","77","0","9","43","185","370","259","204","0","357","59","0","1070","10","288","[45 5 4 0 2 0 2 1 0]"
"37","0.5","0.5","true","true","""/data/Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75.txt""","false","false","2.5","false","0","false","false","0","true","""Normal""","0","1","2500","false","5","3","""Random""","0","1","true","false","0.1","false","0.1","1","5","1","""Categorical""","1","""/data/InterfaceInputs4.txt""","0.5","100","""Random""","0.1","100","false","""0""","100","2","0.5","false","""IAC Framework""","5","""Magic Valley GWD""","""Uniform""","10","529","""Experiment_DM-IAC Framework_TFL-2500_CFO-100_IS-1.5_ES-1_EffS-1_RS-1_PT-0.75""","1","""IAC Framework""","2500","1.5","1","1","1","0.75","16792","286","61","128","7","47","87","83","79","0","0","197","0","83","0","10","37","169","417","270","174","0","341","70","0","1073","6","269","[51 3 7 1 1 3 1 0 2 1]"
